building_id,mean_temp,std_temp,pct_above_18,pct_below_15
10000,14.014658412647753,6.367536721563129,30.95367256157101,55.50612997721601
10009,11.006799511993549,5.809967710880731,16.686350386973565,74.94597446979596
10014,14.75570693400651,7.030979725444269,38.28912277844506,52.76460169784817
10019,14.747894753258766,7.023112769465386,38.18475905636769,52.89162877285073
10029,10.619469291253132,6.314752765986499,18.25563221896085,74.51301795448481
10031,12.516258793612714,6.27664246552707,24.072710131691366,66.34946822614383
10051,13.290411557695666,5.999008893874241,25.97693550756574,62.85074188335537
10053,11.370251703720488,6.2601770104867995,19.953279266572636,72.40391396332863
10056,14.221356804382864,6.179411510548757,31.770664359612127,57.05454021123968
10064,12.72610172385812,6.964209787867544,28.837082640368028,62.706309145196904
10075,15.170070487508289,6.442289633385997,39.24344139210317,47.333495274269055
10079,15.101165698633856,7.311874862912999,41.924212360257464,49.40812079562503
10080,15.784191171725098,7.278397937988316,46.39515631276269,44.6845823005555
10082,16.477528331364095,6.708160484377584,48.70229007633588,40.49689440993789
10083,15.640719441583178,7.120734202230213,44.861486133695344,45.883370877030714
10084,15.102130459319687,7.150188908337367,40.915524770365906,50.25598554434573
10085,15.870750583407286,7.192069173889252,46.18868243958183,44.71579125576671
10086,14.396686115617571,7.214086537021503,37.27501208313195,53.003383276945385
10087,15.082541833232698,7.271016961714809,41.56246770693397,49.863312258682726
10089,13.999695381265049,7.271663191050868,35.49549379155121,56.325241387136735
10090,14.291733854604146,6.619618065381468,36.656619522374214,51.18942731277533
10093,14.103267861829506,6.565069078997462,33.4066338800182,56.40856208159109
10094,14.20291741977996,6.758225888242269,35.3921085754939,54.89301154709134
10097,14.3564962449513,6.863643653164732,37.83047196292186,51.285984724851495
10117,15.46649110484822,6.682361796093246,44.11904941152852,44.470375668147256
10119,14.088456523459598,6.75176370963216,35.08269240436334,54.69763233298145
10120,15.282302884445333,8.03164561517192,46.168775716171105,47.71627461636002
10124,13.868295712150688,7.031889673369877,34.569716970979655,56.049790149585675
10126,13.39857333760879,6.636318495610022,29.66819625838334,61.08189198729262
10128,17.428850326803747,6.706515639353544,56.04351758259297,34.869926052029584
10136,15.427707364693418,7.273148247370175,44.33151749433992,46.87731717203674
10144,12.11485947109331,6.126649796867985,21.830596977456445,68.87457950494552
10145,10.659179147306618,5.891820127940705,16.584416816930815,75.26810287558129
10150,14.96246211002676,7.4946604370367815,41.201342655267695,50.72974426497042
10161,13.450544024535619,7.029838240774166,31.81995621106943,59.46129431931975
10165,13.05419762135786,6.732324399689386,29.06666666666667,62.05761316872428
10167,13.233429464799013,6.813920074804276,30.196006533551117,60.84702823427448
10168,13.194178705138826,6.9002922113441265,30.327255804676984,60.48332142204198
10174,16.608940831431973,6.955983995108371,49.54587088609365,41.2128288852686
10176,16.682368826663488,6.842547771979846,49.90124349737113,40.574317745569864
10177,16.648131433708468,6.775457258487117,49.226928328558806,40.82019223046237
10180,16.511847069183545,6.854052275230559,48.287360564561034,42.000487984935035
10182,16.738978305120852,6.320137704999241,50.892078531193285,37.50029460981876
10198,14.436291691641339,7.344080410931918,38.66282916501257,53.187772925764186
10199,17.251230522357705,6.977707457480498,53.9465062250551,37.63295671915437
10200,12.831605366852791,7.256291826728086,30.69306268273264,61.63032642656907
10201,15.957680682164918,7.271439664855974,47.08815382108522,44.62440932051491
10202,13.551490255973595,7.495462890803893,34.05836000821785,58.6290766182211
10203,16.81308853308178,6.6131141619019385,51.26719239551802,38.85215867452605
10204,14.769919970603594,7.063511540538988,39.054111518630734,51.71291128474991
10205,11.456868533118449,6.66334256623453,23.19572812099235,69.35833370185291
10206,10.131244524724506,6.360130657681734,17.55738781141859,76.30381324342669
10207,11.394530184627397,6.611199559368526,22.663486911110375,69.8022589513431
10208,9.499926458539456,5.540976194345426,11.970877583561478,82.2718292768535
1021,16.76120853645548,6.374863993361389,48.847460563420945,39.52993715171173
10215,15.468751332301268,7.149236832435196,44.257662637679964,46.594612433480464
10219,14.157853676459156,7.301757790062816,37.30760536752769,54.16640979799848
1022,17.780220795761654,6.218733529098488,57.595130505785306,31.81409072773329
